base1,base2,base3,base4,base5,base6,base7,base8,base9,base10,base11,base12,base13,base14,base15,base16,base17,base18,base19
223,239,719,2255,4303,8399,16591,32975,65743,131279,524495,2097359,4194511,8388815,16777423,33554639,67109071,134217935,536871119
