base1,base2,base3,base4,base5,base6
7,19,67,259,1027,4099
7,19,67,259,1027,8195
7,19,67,259,2051,8195
7,19,67,515,2051,8195
7,19,131,515,2051,8195
7,19,195,579,2115,8259
7,19,259,1091,3075,9219
7,19,323,579,2115,8259
7,19,323,1283,2307,8451
7,19,1091,1283,3075,9219
