base1,base2,base3,base4,base5,base6,base7,base8,base9,base10,base11,base12,base13,base14,base15,base16,base17,base18
239,247,743,1255,4327,8423,16615,32999,65767,131303,262375,1048807,2097383,8388839,16777447,33554663,67109095,268435687
