base1,base2,base3,base4,base5,base6,base7,base8,base9,base10,base11,base12,base13,base14,base15,base16,base17
479,495,1487,2511,8655,16847,33231,65999,131535,262607,524751,1049039,4194767,8389071,33554895,67109327,134218191
