base1,base2
66,130
66,162
66,192
66,224
67,69
67,70
67,81
67,82
67,86
67,97
67,98
67,101
67,112
67,113
67,114
67,137
67,138
67,139
67,194
67,200
67,201
67,202
69,70
69,73
69,75
69,76
69,78
69,96
69,97
69,99
69,100
69,108
69,132
69,133
69,141
69,161
69,165
69,193
69,196
69,198
69,201
69,225
69,228
70,74
70,75
70,76
70,77
70,82
70,83
70,84
70,90
70,92
70,130
70,134
70,194
70,196
70,197
70,212
71,75
71,76
71,77
71,78
71,82
71,83
71,86
71,97
71,99
71,101
71,110
71,196
71,197
71,198
72,80
72,84
72,96
72,168
72,192
72,224
73,76
73,81
73,88
73,92
73,133
73,137
73,141
73,193
73,197
73,200
73,208
73,209
73,216
74,76
74,96
74,98
74,104
74,108
74,134
74,138
74,142
74,192
74,194
74,198
74,200
74,224
74,226
74,232
75,76
75,77
75,78
75,137
75,138
75,139
75,195
75,200
75,201
75,202
75,205
75,206
76,84
76,86
76,88
76,89
76,90
76,100
76,101
76,104
76,116
77,78
77,88
77,89
77,92
77,100
77,101
77,108
77,133
77,141
77,193
77,197
77,201
77,202
77,203
77,206
78,84
78,86
78,90
78,91
78,92
78,104
78,106
78,108
78,134
78,138
78,142
78,194
78,198
78,202
79,91
79,94
79,103
79,110
79,202
79,203
79,205
79,206
80,98
80,144
80,152
80,192
80,200
81,82
81,88
81,97
81,99
81,104
81,105
81,112
81,114
81,120
81,144
81,145
81,147
81,177
81,193
81,194
81,195
81,201
81,208
81,210
81,216
82,84
82,97
82,98
82,99
82,112
82,113
82,116
83,86
83,89
83,97
83,99
83,112
83,113
83,114
83,145
83,147
83,178
83,179
83,194
83,195
83,209
83,210
83,242
84,88
84,90
84,100
84,108
84,112
84,114
84,148
84,156
84,176
84,180
84,192
84,196
84,198
84,208
84,216
84,228
84,240
86,90
86,92
86,106
86,110
86,112
86,114
86,116
86,122
86,196
86,198
86,212
88,98
88,104
88,106
88,114
88,148
88,152
88,156
88,193
88,200
88,201
88,208
88,209
88,212
89,92
89,104
89,105
89,113
89,120
89,169
89,185
89,193
89,201
89,208
89,209
89,216
89,233
90,92
90,98
90,106
90,110
90,114
90,118
90,120
91,94
92,100
92,108
92,116
92,142
92,148
92,156
92,158
92,206
92,208
92,212
92,216
94,106
94,110
94,118
94,122
94,142
94,158
94,206
94,220
97,98
97,100
97,104
97,112
97,114
97,116
97,137
97,161
97,168
97,169
97,200
97,201
97,232
98,104
98,112
98,120
98,162
98,163
98,178
98,194
98,200
98,202
98,208
98,210
98,224
98,232
98,240
99,101
99,106
99,112
99,113
99,114
99,162
99,163
99,201
99,203
99,226
99,233
100,104
100,112
100,113
100,160
100,161
100,164
100,165
100,176
100,180
100,196
100,197
100,212
100,224
100,225
100,240
101,108
101,112
101,113
101,116
101,161
101,165
101,166
101,167
101,196
101,197
101,225
101,228
101,230
103,110
103,165
103,166
103,167
103,229
103,230
104,113
104,164
104,168
104,172
104,194
104,200
104,202
104,224
104,226
104,228
105,113
105,120
105,137
105,168
105,169
105,185
105,200
105,201
105,217
105,225
105,232
106,108
106,114
106,118
106,120
106,194
106,200
106,202
106,224
106,226
106,232
107,201
107,203
107,227
107,233
108,116
108,121
108,164
108,168
108,172
108,224
108,228
108,232
109,121
109,124
110,118
110,122
113,114
113,116
113,120
113,122
113,145
113,177
113,209
114,116
114,120
114,162
114,178
114,208
114,210
114,216
114,218
114,226
114,240
114,248
115,120
115,121
115,122
115,178
115,179
115,210
115,211
115,242
116,176
116,180
116,196
116,212
116,226
116,228
116,230
116,240
116,242
118,122
118,226
118,230
118,240
118,242
118,244
121,122
121,124
121,169
121,185
121,217
121,233
122,216
122,218
122,242
122,248
129,132
129,144
129,148
129,160
129,168
130,132
130,145
130,192
130,196
131,137
131,138
131,145
131,146
131,154
131,161
131,162
131,169
131,176
131,177
131,178
132,138
132,192
132,193
133,134
133,137
133,140
133,145
133,148
133,156
133,161
133,162
133,163
133,166
133,193
133,196
133,201
133,208
133,209
133,212
134,138
134,140
134,145
134,147
134,149
134,162
134,164
134,172
134,194
134,196
134,202
134,224
134,226
134,228
135,145
135,147
135,149
135,150
135,162
135,163
135,165
135,166
135,179
137,138
137,140
137,142
137,161
137,163
137,168
137,172
137,193
137,195
137,200
137,202
137,225
137,232
138,140
138,141
138,146
138,147
138,150
138,152
138,156
138,192
138,194
138,195
138,198
138,200
138,201
138,216
139,140
139,141
139,142
139,146
139,147
139,154
139,161
139,163
139,169
139,195
139,200
139,201
139,202
139,209
139,211
139,217
140,148
140,150
140,152
140,154
140,164
140,166
140,168
140,169
140,180
140,184
141,142
141,148
141,149
141,156
141,167
141,168
141,169
141,172
141,193
141,197
141,201
142,150
142,152
142,154
142,156
142,164
142,166
142,172
142,194
142,198
142,202
142,220
143,167
143,173
144,160
144,168
144,192
144,193
145,146
145,148
145,150
145,160
145,161
145,176
145,193
145,194
145,195
145,196
145,197
145,208
145,210
145,212
146,152
146,161
146,162
146,163
146,176
146,177
146,184
147,149
147,150
147,154
147,161
147,162
147,163
147,176
147,177
147,178
147,194
147,195
147,198
147,199
147,209
147,210
147,214
148,152
148,192
148,193
148,196
148,197
148,208
148,209
148,216
149,150
149,154
149,155
149,156
149,158
149,177
149,193
149,196
149,197
149,208
149,209
149,212
150,152
150,154
150,155
150,156
150,157
151,154
151,155
151,157
151,158
151,163
151,167
151,179
151,198
151,199
151,211
151,214
152,168
152,172
152,176
152,178
152,180
152,200
152,202
152,208
152,232
154,156
154,157
154,176
154,178
154,184
154,200
154,202
154,216
155,157
155,158
155,195
155,203
155,209
155,211
155,217
156,168
156,172
156,180
156,182
156,184
156,208
156,212
156,216
157,158
157,184
157,185
157,188
158,182
158,188
158,206
158,220
160,196
161,162
161,168
161,176
161,178
161,184
161,196
161,197
161,228
162,164
162,165
162,176
162,177
162,194
162,198
162,208
162,210
162,224
162,228
162,240
163,165
163,166
163,169
163,176
163,177
163,178
163,226
164,168
164,194
164,196
164,198
164,224
164,226
164,232
165,166
165,196
165,197
165,225
165,228
165,230
166,172
166,178
166,194
166,198
166,224
166,226
166,228
166,229
167,173
167,179
167,229
167,230
168,176
168,177
168,180
168,200
168,201
168,216
168,224
168,225
168,228
169,172
169,176
169,177
169,184
169,200
169,201
169,217
169,225
169,232
172,180
172,184
172,212
172,220
172,224
172,228
172,232
172,244
176,196
176,208
176,212
176,228
177,178
177,184
177,209
177,228
177,229
177,244
178,184
178,208
178,210
178,211
178,226
178,240
179,210
179,211
179,242
180,184
180,196
180,212
180,220
180,228
180,236
180,240
181,228
181,229
181,241
181,244
182,188
184,200
184,216
184,232
185,188
185,217
185,233
188,212
188,220
188,236
188,244
193,196
193,200
193,208
193,212
193,216
194,196
194,200
194,208
194,209
194,224
194,228
194,232
195,200
195,201
195,202
195,209
195,210
195,217
196,208
196,209
196,224
196,225
196,240
197,198
197,201
197,208
197,209
197,212
197,225
197,228
197,232
197,233
197,236
198,202
198,211
198,212
198,224
198,226
198,228
199,211
199,214
200,208
200,224
200,225
200,226
201,202
201,208
201,209
201,216
201,225
201,227
201,232
202,205
202,216
202,224
202,226
202,232
203,205
203,206
203,209
203,211
203,217
203,227
203,233
205,206
205,225
205,229
205,232
205,233
205,236
206,220
208,226
209,210
209,212
209,216
210,226
210,240
211,214
211,217
211,242
212,216
212,228
212,236
212,240
216,232
216,242
217,233
218,242
218,248
220,236
220,244
225,228
225,232
225,236
226,228
226,232
226,240
226,244
227,233
228,232
228,240
228,241
229,230
229,232
229,233
229,236
229,241
229,244
230,240
230,242
230,244
233,236
236,244
241,244
242,244
242,248
