base1,base2,base3,base4,base5,base6,base7,base8,base9,base10,base11,base12,base13,base14,base15,base16,base17,base18,base19,base20
55,59,179,563,1075,2099,4147,8243,32819,131123,262195,524339,1048627,2097203,8388659,33554483,67108915,134217779,268435507,1073741875
